Vintage,Country_id,Points,Price,Name,Varietal_id,Winery
1/1/12,7,86,$20.00,Maray 2012 Limited Edition Chardonnay (Limarí Valley),79,Maray
1/1/12,7,85,$17.00,Undurraga 2012 Sibaris Reserva Especial Chardonnay (Maipo Valley),79,Undurraga
1/1/12,7,84,$13.00,Sutil 2012 Canto de Piedra Reserva Chardonnay (Limarí Valley),79,Sutil
1/1/12,7,87,$30.00,Merino 2012 Limestone Hill Chardonnay (Limarí Valley),79,Merino
1/1/12,7,82,$11.00,Cousiño-Macul 2012 Chardonnay (Central Valley),79,Cousiño-Macul
1/1/12,7,84,$11.00,Concha y Toro 2012 Casillero del Diablo Reserva Chardonnay (Limarí Valley),79,Concha y Toro
1/1/12,7,84,$13.00,Undurraga 2012 Aliwen Reserva Chardonnay (Chile),79,Undurraga
1/1/12,7,85,$16.00,Viña Requingua 2012 Toro de Piedra Grand Reserve Single Vineyard Chardonnay (Maule Valley),79,Viña Requingua
1/1/13,7,84,$9.00,TerraNoble 2013 Chardonnay (Central Valley),79,TerraNoble
1/1/13,7,85,$20.00,Loma Larga 2013 Chardonnay (Casablanca Valley),79,Loma Larga
1/1/13,7,89,$23.00,Concha y Toro 2013 Marques de Casa Concha Chardonnay (Limarí Valley),79,Concha y Toro
1/1/13,7,83,$10.00,Santa Alba 2013 Reserve Chardonnay (Maule Valley),79,Santa Alba
1/1/13,7,86,$10.00,Echeverria 2013 Classic Collection Unwooded Chardonnay (Curicó Valley),79,Echeverria
1/1/13,7,83,$11.00,Terrapura 2013 Chardonnay (Curicó Valley),79,Terrapura
1/1/13,7,84,$13.00,Casas del Bosque 2013 Reserva Chardonnay (Casablanca Valley),79,Casas del Bosque
1/1/13,7,87,$15.00,Viña Casablanca 2013 Nimbus Single Vineyard Chardonnay (Casablanca Valley),79,Viña Casablanca
1/1/13,7,86,$50.00,Concha y Toro 2013 Amelia Limited Release Chardonnay (Casablanca Valley),79,Concha y Toro
1/1/13,7,86,$10.00,Echeverria 2013 Classic Collection Unwooded Chardonnay (Curicó Valley),79,Echeverria
1/1/13,7,87,$15.00,Santa Alicia 2013 Gran Reserva de Los Andes Estate Bottled Chardonnay (Maipo Valley),79,Santa Alicia
1/1/13,7,85,$14.00,Viña Bisquertt 2013 La Joya Gran Reserva Chardonnay (Casablanca Valley),79,Viña Bisquertt
1/1/13,7,85,$10.00,Santa Alicia 2013 Reserva Espiritu de Los Andes Estate Bottled Chardonnay (Maipo Valley),79,Santa Alicia
1/1/14,7,84,$12.00,Santa Alicia 2014 Reserva Espiritu de Los Andes Estate Bottled Chardonnay (Maipo Valley),79,Santa Alicia
1/1/14,7,83,$9.00,Rayun 2014 Chardonnay (Central Valley),79,Rayun
1/1/14,7,89,$20.00,Errazuriz 2014 Max Reserva Chardonnay (Aconcagua Costa),79,Errazuriz
1/1/14,7,86,$20.00,Cono Sur 2014 Single Vineyard Block no.5 Quebrada Alta Chardonnay (Casablanca Valley),79,Cono Sur
1/1/14,7,85,$18.00,Indomita 2014 Duette Premium Chardonnay (Casablanca Valley),79,Indomita
1/1/14,7,85,$40.00,Leyda 2014 Lot 5 Chardonnay (Leyda Valley),79,Leyda
1/1/14,7,87,$23.00,Montes 2014 Alpha Chardonnay (Casablanca Valley),79,Montes
1/1/14,7,87,$18.00,Santa Ema 2014 Amplus Chardonnay (Leyda Valley),79,Santa Ema
1/1/15,7,84,$14.00,Domaines Barons de Rothschild (Lafite) 2015 Los Vascos Chardonnay (Colchagua Valley),79,Domaines Barons de Rothschild (Lafite)
1/1/15,7,87,$18.00,Leyda 2015 Single Vineyard Falaris Hill Chardonnay (Leyda Valley),79,Leyda
1/1/15,7,83,$12.00,Cucao 2015 Reserva Chardonnay (Colchagua Valley),79,Cucao
1/1/15,7,80,$12.00,Finca Patagonia 2015 Expedicion Chardonnay (Maule Valley),79,Finca Patagonia
1/1/15,7,82,$17.00,Veranda 2015 Chardonnay (Bío Bío Valley),79,Veranda
1/1/16,7,85,$15.00,Rubus 2016 Chardonnay (Colchagua Valley),79,Rubus
1/1/16,7,87,$6.00,Santa Rita 2016 120 Reserva Especial Chardonnay (Central Valley),79,Santa Rita
1/1/16,7,86,$14.00,Cono Sur 2016 Organic Chardonnay (San Antonio),79,Cono Sur
1/1/16,7,86,$14.00,Cono Sur 2016 Organic Chardonnay (San Antonio),79,Cono Sur
1/1/16,7,82,$12.00,Albamar 2016 Chardonnay (Casablanca Valley),79,Albamar
1/1/16,7,86,$20.00,Errazuriz 2016 Max Reserva Chardonnay (Aconcagua Costa),79,Errazuriz
1/1/16,7,84,$12.00,Viña Chocalan 2016 Reserva Chardonnay (Maipo Valley),79,Viña Chocalan
1/1/09,10,94,,Bolney Wine Estate 2009 Blanc de Blancs Chardonnay (England),79,Bolney Wine Estate
1/1/95,11,91,,Drappier 1995 Grand Cru Millésimé Blanc de Blancs Brut Chardonnay (Champagne),79,Drappier
1/1/96,11,94,,Pascal Doquet 1996 Le Mesnil sur Oger Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),79,Pascal Doquet
1/1/97,11,92,$85.00,Domaine Laroche 1997 Les Blanchots (Chablis),79,Domaine Laroche
1/1/98,11,88,$45.00,Louis Latour 1998 Château de Blagny Premier Cru (Meursault),79,Louis Latour
1/1/98,11,89,$40.00,Nicolas Feuillatte 1998 Chardonnay Blanc de Blancs Brut Chardonnay (Champagne),79,Nicolas Feuillatte
1/1/98,11,92,$55.00,Louis Latour 1998 Les Referts Premier Cru (Puligny-Montrachet),79,Louis Latour
1/1/99,11,90,$95.00,Delamotte 1999 Blanc de Blancs Brut Chardonnay (Champagne),79,Delamotte
1/1/00,11,89,$50.00,Louis Latour 2000 Morgeot (Chassagne-Montrachet),79,Louis Latour
1/1/00,11,88,$44.00,Louis Latour 2000 Chassagne-Montrachet,79,Louis Latour
1/1/00,11,89,$40.00,Louis Latour 2000 Chateau De Blagny Premier Cru (Meursault),79,Louis Latour
1/1/00,11,86,$26.00,Louis Latour 2000 Beaune,79,Louis Latour
1/1/02,11,93,,Jean Milan 2002 Cuvée Symphorine Blanc de Blancs Brut Chardonnay (Champagne),79,Jean Milan
1/1/02,11,82,$8.00,Mommessin 2002 Nid D'Abeille Chardonnay (Vin de Pays d'Oc),79,Mommessin
1/1/02,11,91,$65.00,Ayala 2002 Blanc de Blancs Brut Chardonnay (Champagne),79,Ayala
1/1/04,11,87,$46.00,Nicolas Feuillatte 2004 Chardonnay Blanc de Blancs Brut Chardonnay (Champagne),79,Nicolas Feuillatte
1/1/04,11,91,$48.00,Chapuy 2004 Grand Cru Blanc de Blancs Réserve Brut Chardonnay (Champagne),79,Chapuy
1/1/04,11,83,$16.00,Patriarche Père et Fils 2004 Brut Chardonnay (Vin Mousseux),79,Patriarche Père et Fils
1/1/04,11,91,$82.00,Deutz 2004 Blanc de Blancs Brut Chardonnay (Champagne),79,Deutz
1/1/05,11,92,$72.00,Pierre Gimonnet et Fils 2005 Oenophile Premier Cru Blanc de Blancs Extra Brut Chardonnay (Champagne),79,Pierre Gimonnet et Fils
1/1/05,11,93,$86.00,William Fèvre 2005 Vaudésir Grand Cru (Chablis),79,William Fèvre
1/1/05,11,81,$13.00,Fortant 2005 Kosher Chardonnay (Vin de Pays d'Oc),79,Fortant
1/1/05,11,93,$60.00,Domaine Laroche 2005 Les Blanchots Grand Cru (Chablis),79,Domaine Laroche
1/1/05,11,91,$65.00,Duval-Leroy 2005 Clos des Bouveries Blanc de Blancs Brut Chardonnay (Champagne),79,Duval-Leroy
1/1/05,11,92,$70.00,Pascal Bouchard 2005 Vaudésir Grand Cru (Chablis),79,Pascal Bouchard
1/1/05,11,90,$40.00,William Fèvre 2005 Montmains Premier Cru (Chablis),79,William Fèvre
1/1/05,11,88,$72.00,Chassenay d'Arce 2005 Blanc de Blancs Millésimé Brut Chardonnay (Champagne),79,Chassenay d'Arce
1/1/05,11,93,$115.00,Chanson Père et Fils 2005 Champs Gains Premier Cru (Puligny-Montrachet),79,Chanson Père et Fils
1/1/05,11,89,$32.00,Domaine Vincent Dauvissat 2005 Chablis,79,Domaine Vincent Dauvissat
1/1/05,11,92,$32.00,Albert Bichot 2005 Domaine Long-Depaquit Les Vaucopins Premier Cru (Chablis),79,Albert Bichot
1/1/05,11,90,$30.00,Simonnet-Febvre 2005 Mont-de-Milieu Premier Cru (Chablis),79,Simonnet-Febvre
1/1/05,11,91,$93.00,Pierre Morey 2005 Les Tessons (Meursault),79,Pierre Morey
1/1/05,11,92,$32.00,Simonnet-Febvre 2005 Montée de Tonnerre Premier Cru (Chablis),79,Simonnet-Febvre
1/1/05,11,90,$25.00,Bailly-Lapierre 2005 Pur Chardonnay (Crémant de Bourgogne),79,Bailly-Lapierre
1/1/05,11,91,,Pannier 2005 Blanc de Blancs Brut Chardonnay (Champagne),79,Pannier
1/1/05,11,85,$105.00,Chanson Père et Fils 2005 Clos des Mouches Premier Cru (Beaune),79,Chanson Père et Fils
1/1/05,11,92,$115.00,Chanson Père et Fils 2005 Clos Saint-Jean Premier Cru (Chassagne-Montrachet),79,Chanson Père et Fils
1/1/05,11,90,,Nicolas Feuillatte 2005 Millesimé Brut Chardonnay (Champagne),79,Nicolas Feuillatte
1/1/05,11,92,$21.00,Château d'Antugnac 2005 Les Gravas Chardonnay (Limoux),79,Château d'Antugnac
1/1/05,11,90,,Thiénot 2005 Cuvée Stanislas Blanc de Blancs Brut Millesimé Chardonnay (Champagne),79,Thiénot
1/1/06,11,93,,Albert Bichot 2006 Domaine Long-Depaquit Les Vaudésirs Grand Cru (Chablis),79,Albert Bichot
1/1/06,11,93,$67.00,La Chablisienne 2006 Blanchot Grand Cru (Chablis),79,La Chablisienne
1/1/06,11,94,$273.00,Domaine Leflaive 2006 Les Pucelles Premier Cru (Puligny-Montrachet),79,Domaine Leflaive
1/1/06,11,89,$56.00,Domaine Leflaive 2006 Bourgogne,79,Domaine Leflaive
1/1/06,11,90,$34.00,Simonnet-Febvre 2006 Les Fourneaux Premier Cru (Chablis),79,Simonnet-Febvre
1/1/06,11,91,$67.00,La Chablisienne 2006 Le Fief de Grenouilles Grand Cru (Chablis),79,La Chablisienne
1/1/06,11,87,,Louis Latour 2006 Chassagne-Montrachet,79,Louis Latour
1/1/06,11,97,$451.00,Domaine Leflaive 2006 Bâtard-Montrachet,79,Domaine Leflaive
1/1/06,11,90,,Albert Bichot 2006 Domaine du Pavillon Les Charmes Premier Cru (Meursault),79,Albert Bichot
1/1/06,11,91,$90.00,Chanoine 2006 Tsarine Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),79,Chanoine
1/1/06,11,91,$71.00,Xavier Monnot 2006 Les Chevalières (Meursault),79,Xavier Monnot
1/1/06,11,87,$25.00,Vincent 2006 Marie Antoinette (Pouilly-Fuissé),79,Vincent
1/1/06,11,90,$108.00,Domaine Christian Moreau Père et Fils 2006 Les Clos Grand Cru Clos des Hospices dans Les Clos (Chablis),79,Domaine Christian Moreau Père et Fils
1/1/06,11,92,,Bouchard Père & Fils 2006 Clos Saint-Landry Premier Cru (Beaune),79,Bouchard Père & Fils
1/1/06,11,94,$117.00,Domaine Laroche 2006 Les Clos Grand Cru (Chablis),79,Domaine Laroche
1/1/06,11,91,$54.00,Domaine Laroche 2006 Les Fourchaumes Vieilles Vignes Premier Cru (Chablis),79,Domaine Laroche
1/1/06,11,92,$78.00,Olivier Leflaive 2006 Vaudésir Grand Cru (Chablis),79,Olivier Leflaive
1/1/06,11,91,$40.00,William Fèvre 2006 Vaillons Premier Cru (Chablis),79,William Fèvre
1/1/06,11,92,$35.00,La Chablisienne 2006 Montée de Tonnerre Premier Cru (Chablis),79,La Chablisienne
1/1/06,11,93,$87.00,Domaine Laroche 2006 Les Blanchots Grand Cru (Chablis),79,Domaine Laroche
1/1/07,11,84,$10.00,Barton & Guestier 2007 Bistro Chardonnay (Vin de Pays d'Oc),79,Barton & Guestier
1/1/07,11,91,$102.00,Bouchard Père & Fils 2007 Gouttes d'Or Premier Cru (Meursault),79,Bouchard Père & Fils
1/1/07,11,92,,Roux Père et Fils 2007 Les Macherelles Premier Cru (Chassagne-Montrachet),79,Roux Père et Fils
1/1/07,11,89,$30.00,Collovray et Terrier 2007 Domaine des Deux Roches Vieilles Vignes (Saint-Véran),79,Collovray et Terrier
1/1/07,11,87,$60.00,Chanson Père et Fils 2007 Meursault,79,Chanson Père et Fils
1/1/07,11,88,$55.00,Morey-Blanc 2007 Auxey-Duresses,79,Morey-Blanc
1/1/07,11,88,,Roux Père et Fils 2007 La Chatenière Premier Cru (Saint-Aubin),79,Roux Père et Fils
1/1/07,11,85,$47.00,Domaine Pommier 2007 Côte de Léchet Premier Cru (Chablis),79,Domaine Pommier
1/1/07,11,89,$30.00,Henri de Villamont 2007 Premier Cru (Montagny),79,Henri de Villamont
1/1/07,11,90,$75.00,Henri de Villamont 2007 Les Caillerets Premier Cru (Meursault),79,Henri de Villamont
1/1/07,11,96,$260.00,Domaine Leflaive 2007 Les Pucelles Premier Cru (Puligny-Montrachet),79,Domaine Leflaive
1/1/07,11,90,$34.00,Domaine du Chalet Pouilly 2007 Pouilly-Fuissé,79,Domaine du Chalet Pouilly
1/1/07,11,85,$33.00,Domaine Pommier 2007 Chablis,79,Domaine Pommier
1/1/08,11,90,$31.00,La Chablisienne 2008 Côte de Léchet Premier Cru (Chablis),79,La Chablisienne
1/1/08,11,85,$10.00,The Frenchhouse 2008 Chardonnay (Vin de Pays d'Oc),79,The Frenchhouse
1/1/08,11,93,$100.00,Chanson Père et Fils 2008 Les Chenevottes (Chassagne-Montrachet),79,Chanson Père et Fils
1/1/08,11,87,$49.00,Louis Latour 2008 Chassagne-Montrachet,79,Louis Latour
1/1/08,11,88,$14.00,Domaine du Tariquet 2008 Chardonnay (Vin de Pays des Côtes de Gascogne),79,Domaine du Tariquet
1/1/08,11,90,,Domaine Denis Jeandeau 2008 Sécret Minéral (Pouilly-Fuissé),79,Domaine Denis Jeandeau
1/1/08,11,91,$36.00,Domaine Leflaive 2008 Mâcon-Verze,79,Domaine Leflaive
1/1/08,11,88,$57.00,Château de Fuissé 2008 Vieilles Vignes (Pouilly-Fuissé),79,Château de Fuissé
1/1/08,11,87,$60.00,Chanson Père et Fils 2008 Meursault,79,Chanson Père et Fils
1/1/08,11,89,$36.00,Thibert Père et Fils 2008 Vignes Blanches (Pouilly-Fuissé),79,Thibert Père et Fils
1/1/08,11,93,$80.00,Maison Jessiaume 2008 Corton-Charlemagne,79,Maison Jessiaume
1/1/08,11,89,$33.00,Domaine du Chalet Pouilly 2008 Pouilly-Fuissé,79,Domaine du Chalet Pouilly
1/1/08,11,88,,Vignerons des Terres Secrètes 2008 Domaine Delaye les Clochettes (Mâcon-Prissé),79,Vignerons des Terres Secrètes
1/1/08,11,88,$115.00,Domaine Bertagna 2008 Les Cras (Vougeot),79,Domaine Bertagna
1/1/08,11,89,$28.00,Gilles Morat 2008 Pouilly-Fuissé,79,Gilles Morat
1/1/08,11,87,$9.00,Barton & Guestier 2008 B&G; Reserve Chardonnay (Vin de Pays d'Oc),79,Barton & Guestier
1/1/08,11,91,,Domaine Denis Jeandeau 2008 Viré-Clessé,79,Domaine Denis Jeandeau
1/1/08,11,90,,Domaine des Comtes Lafon 2008 Mâcon Buissières Le Monsard (Mâcon-Villages),79,Domaine des Comtes Lafon
1/1/08,11,88,$29.00,Joseph Drouhin 2008 Domaine Drouhin-Vaudon Réserve de Vaudon (Chablis),79,Joseph Drouhin
1/1/08,11,97,$410.00,Domaine Leflaive 2008 Bienvenues Bâtard-Montrachet,79,Domaine Leflaive
1/1/08,11,87,,Cave de Lugny 2008 Les Beluses (Mâcon-Chardonnay),79,Cave de Lugny
1/1/08,11,87,$14.00,Vignerons des Terres Secrètes 2008 Les Grands Cheneaux (Mâcon-Verze),79,Vignerons des Terres Secrètes
1/1/08,11,84,$17.00,Simonnet-Febvre 2008 Petit Chablis,79,Simonnet-Febvre
1/1/08,11,92,,Pierre André 2008 Genevrières (Meursault),79,Pierre André
1/1/08,11,94,$65.00,Charles-Gilbert de Vindé 2008 Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),79,Charles-Gilbert de Vindé
1/1/08,11,88,$46.00,Jean Rijckaert 2008 Les Chailloux (Pouilly-Fuissé),79,Jean Rijckaert
1/1/08,11,91,$69.00,Louis Latour 2008 Charmes Premier Cru (Meursault),79,Louis Latour
1/1/08,11,90,,Jean-Claude du Roure 2008 Mâcon-Fuissé,79,Jean-Claude du Roure
1/1/08,11,86,$15.00,Cave de Lugny 2008 Les Charmes (Mâcon-Lugny),79,Cave de Lugny
1/1/08,11,91,$49.00,Labouré-Roi 2008 Les Chevaliers (Meursault),79,Labouré-Roi
1/1/08,11,93,,Pierre André 2008 Corton-Charlemagne,79,Pierre André
1/1/08,11,92,$93.00,Château de la Crée 2008 Morgeot Premier Cru (Chassagne-Montrachet),79,Château de la Crée
1/1/08,11,92,$35.00,William Fèvre 2008 Vaillons Premier Cru (Chablis),79,William Fèvre
1/1/08,11,88,,Maison Champy 2008 Les Murgers des Dents de Chien Premier Cru (Saint-Aubin),79,Maison Champy
1/1/08,11,93,$255.00,Louis Latour 2008 Bâtard-Montrachet,79,Louis Latour
1/1/09,11,91,$60.00,Jacquart 2009 Blanc de Blancs Brut Chardonnay (Champagne),79,Jacquart
1/1/09,11,87,$79.00,Domaine Jacques Prieur 2009 Champs Pimont Premier Cru (Beaune),79,Domaine Jacques Prieur
1/1/09,11,93,$100.00,Olivier Leflaive 2009 Champ Gain (Puligny-Montrachet),79,Olivier Leflaive
1/1/09,11,91,$75.00,Louis Latour 2009 Les Truffières (Puligny-Montrachet),79,Louis Latour
1/1/09,11,92,$40.00,Domaine Laroche 2009 Les Vaudevey (Chablis),79,Domaine Laroche
1/1/09,11,92,$30.00,Jacques Charlet 2009 Les Vieux Murs (Pouilly-Fuissé),79,Jacques Charlet
1/1/09,11,87,$18.00,Henri de Villamont 2009 Prestige (Bourgogne),79,Henri de Villamont
1/1/09,11,93,$145.00,Domaine Leflaive 2009 Clavoillon Premier Cru (Puligny-Montrachet),79,Domaine Leflaive
1/1/09,11,93,$137.00,Pascal Bouchard 2009 Les Clos Grand Cru (Chablis),79,Pascal Bouchard
1/1/09,11,86,$11.00,Les Jamelles 2009 Chardonnay (Vin de Pays d'Oc),79,Les Jamelles
1/1/09,11,89,,Château de la Crée 2009 Les Tillets (Meursault),79,Château de la Crée
1/1/09,11,88,$95.00,Domaine Jacques Prieur 2009 Clos de Mazeray (Meursault),79,Domaine Jacques Prieur
1/1/09,11,88,$75.00,Bouchard Aîné & Fils 2009 Cuvée Signature Morgeot Premier Cru (Chassagne-Montrachet),79,Bouchard Aîné & Fils
1/1/09,11,91,$40.00,Jean-Claude Boisset 2009 En Remilly Premier Cru (Saint-Aubin),79,Jean-Claude Boisset
1/1/09,11,92,$50.00,Domaine Laroche 2009 Les Fourchaumes Vieilles Vignes (Chablis),79,Domaine Laroche
1/1/09,11,91,$120.00,Garnier et Fils 2009 Vaudésir Grand Cru (Chablis),79,Garnier et Fils
1/1/09,11,93,$105.00,Olivier Leflaive 2009 Charmes Premier Cru (Meursault),79,Olivier Leflaive
1/1/09,11,88,$75.00,Bouchard Aîné & Fils 2009 Cuvée Signature Le Porusot Premier Cru (Meursault),79,Bouchard Aîné & Fils
1/1/09,11,88,$20.00,La Chablisienne 2009 La Sereine (Chablis),79,La Chablisienne
1/1/09,11,86,,Maurice Ecard 2009 Bourgogne,79,Maurice Ecard
1/1/09,11,85,$17.00,Louis Chevallier 2009 Mâcon-Villages,79,Louis Chevallier
1/1/09,11,87,,Olivier Leflaive 2009 Les Deux Rives (Chablis),79,Olivier Leflaive
1/1/09,11,88,$26.00,Henri de Villamont 2009 Millénaire (Bourgogne),79,Henri de Villamont
1/1/09,11,86,$20.00,Barton & Guestier 2009 Pouilly-Fuissé,79,Barton & Guestier
1/1/09,11,85,$25.00,Domaine Marc Jambon 2009 Cuvée FÃ»t de ChÃªne (Mâcon-Pierreclos),79,Domaine Marc Jambon
1/1/10,11,90,$35.00,La Chablisienne 2010 Monte de Milieu Premier Cru (Chablis),79,La Chablisienne
1/1/10,11,88,$75.00,Joseph Faiveley 2010 Puligny-Montrachet,79,Joseph Faiveley
1/1/10,11,85,,Domaine L. Chatelain 2010 Les Clos Grand Cru (Chablis),79,Domaine L. Chatelain
1/1/10,11,88,$20.00,J. Moreau & Fils 2010 Chablis,79,J. Moreau & Fils
1/1/10,11,86,$30.00,Louis Latour 2010 Chablis,79,Louis Latour
1/1/10,11,86,,Bouchard Père & Fils 2010 La Vignée (Bourgogne),79,Bouchard Père & Fils
1/1/10,11,92,$35.00,Antonin Rodet 2010 Château de Rully La Pucelle Cuvée Comte R. de Ternay Premier Cru (Rully),79,Antonin Rodet
1/1/10,11,85,$20.00,Château de Maligny 2010 Petit Chablis,79,Château de Maligny
1/1/10,11,89,$33.00,Henri de Villamont 2010 Premier Cru (Montagny),79,Henri de Villamont
1/1/10,11,87,$24.00,Georges Duboeuf 2010 Clos Reyssie (Pouilly-Fuissé),79,Georges Duboeuf
1/1/10,11,83,$23.00,Domaine Verret et Fils 2010 Chablis,79,Domaine Verret et Fils
1/1/10,11,85,,Domaine Gérard Duplessis 2010 Chablis,79,Domaine Gérard Duplessis
1/1/10,11,87,,Antoine et Rachel Olivier 2010 Bourgogne,79,Antoine et Rachel Olivier
1/1/10,11,86,,Domaine Jean-Claude Courtault 2010 Chablis,79,Domaine Jean-Claude Courtault
1/1/10,11,84,$13.00,Georges Duboeuf 2010 Mâcon-Villages,79,Georges Duboeuf
1/1/10,11,90,$105.00,Olivier Leflaive 2010 Bouchères Premier Cru (Meursault),79,Olivier Leflaive
1/1/10,11,90,,Rijckaert 2010 En Chante-Merle Chardonnay (Arbois),79,Rijckaert
1/1/10,11,92,$85.00,Olivier Leflaive 2010 Vaudésir Grand Cru (Chablis),79,Olivier Leflaive
1/1/10,11,91,$56.00,Joseph Drouhin 2010 Chassagne-Montrachet,79,Joseph Drouhin
1/1/10,11,88,,Pascal Bouchard 2010 Montmains Premier Cru (Chablis),79,Pascal Bouchard
1/1/10,11,84,,Château de Béru 2010 Chablis,79,Château de Béru
1/1/10,11,85,,Domaine Sangouard-Guyot 2010 Au BrÃ»lé (Saint-Véran),79,Domaine Sangouard-Guyot
1/1/10,11,91,$55.00,Domaine Ferret 2010 TÃªte de Cru Les Perrières (Pouilly-Fuissé),79,Domaine Ferret
1/1/10,11,89,$48.00,Roche de Bellene 2010 Le Charmois Premier Cru (Saint-Aubin),79,Roche de Bellene
1/1/10,11,86,$27.00,Domaine Jessiaume 2010 Bourgogne,79,Domaine Jessiaume
1/1/10,11,94,$86.00,Louis Roederer 2010 Blanc de Blancs Brut Chardonnay (Champagne),79,Louis Roederer
1/1/10,11,92,$66.00,Henri de Villamont 2010 Blagny Premier Cru (Meursault),79,Henri de Villamont
1/1/10,11,92,$81.00,Chanson Père et Fils 2010 Les Clos Grand Cru (Chablis),79,Chanson Père et Fils
1/1/10,11,87,$29.00,William Fèvre 2010 Chablis,79,William Fèvre
1/1/10,11,85,,Louis Jadot 2010 Chablis,79,Louis Jadot
1/1/10,11,92,$84.00,Domaine Vincent Girardin 2010 Les Referts Premier Cru (Puligny-Montrachet),79,Domaine Vincent Girardin
1/1/10,11,92,$105.00,Olivier Leflaive 2010 Charmes Premier Cru (Meursault),79,Olivier Leflaive
1/1/10,11,93,,Domaine Jean-Paul et Benoît Droin 2010 Fourchaume Premier Cru (Chablis),79,Domaine Jean-Paul et Benoît Droin
1/1/10,11,87,$30.00,Château Philippe-le-Hardi 2010 Mercurey,79,Château Philippe-le-Hardi
1/1/10,11,92,$53.00,Chanson Père et Fils 2010 Les Caradeux Premier Cru (Pernand-Vergelesses),79,Chanson Père et Fils
1/1/10,11,91,$90.00,Olivier Leflaive 2010 Clos Saint-Marc Premier Cru (Chassagne-Montrachet),79,Olivier Leflaive
1/1/10,11,86,$18.00,Georges Duboeuf 2010 Domaine Saint-Martin (Saint-Véran),79,Georges Duboeuf
1/1/10,11,88,,Maison Champy 2010 Auxey-Duresses,79,Maison Champy
1/1/10,11,88,$16.00,Domaine D'en Ségur 2010 Cuvée Madeleine Chardonnay (Côtes du Tarn),79,Domaine D'en Ségur
1/1/10,11,92,$87.00,Henriet-Bazin 2010 Marie-Amélie Fleur de Vigne Premier Cru Brut Chardonnay (Champagne),79,Henriet-Bazin
1/1/10,11,91,$45.00,Olivier Leflaive 2010 Fourchaume Premier Cru (Chablis),79,Olivier Leflaive
1/1/10,11,95,$398.00,Domaine Vincent Girardin 2010 Chevalier-Montrachet,79,Domaine Vincent Girardin
1/1/10,11,82,,Maison Champy 2010 Signature (Bourgogne),79,Maison Champy
1/1/10,11,91,$54.00,Henri de Villamont 2010 Puligny-Montrachet,79,Henri de Villamont
1/1/10,11,90,,Domaine Champy 2010 Les Combottes (Pernand-Vergelesses),79,Domaine Champy
1/1/10,11,86,$30.00,Jaffelin 2010 Pouilly-Fuissé,79,Jaffelin
1/1/10,11,84,,Domaine George 2010 Vieilles Vignes (Chablis),79,Domaine George
1/1/10,11,90,$40.00,Château de Maligny 2010 Vau de Vey Premier Cru (Chablis),79,Château de Maligny
1/1/10,11,86,$20.00,Labouré-Roi 2010 Vallon d'Or (Pouilly-Fuissé),79,Labouré-Roi
1/1/10,11,93,,Domaine Jean-Paul et Benoît Droin 2010 Fourchaume Premier Cru (Chablis),79,Domaine Jean-Paul et Benoît Droin
1/1/10,11,89,$72.00,Vazart Coquart & Fils 2010 Grand Bouquet Blanc de Blancs Brut Chardonnay (Champagne),79,Vazart Coquart & Fils
1/1/10,11,88,$56.00,Domaine Vincent Girardin 2010 Les Narvaux (Meursault),79,Domaine Vincent Girardin
1/1/10,11,87,$41.00,Jaffelin 2010 Passetemps Premier Cru (Santenay),79,Jaffelin
1/1/10,11,92,,Albert Bichot 2010 Vide Bourse Premier Cru (Chassagne-Montrachet),79,Albert Bichot
1/1/10,11,90,$45.00,Olivier Leflaive 2010 Charmois Premier Cru (Saint-Aubin),79,Olivier Leflaive
1/1/10,11,90,,Pierre André 2010 Chablis,79,Pierre André
1/1/10,11,92,$70.00,Château de Maligny 2010 Les Clos Grand Cru (Chablis),79,Château de Maligny
1/1/10,11,91,$35.00,La Chablisienne 2010 Fourchaume Premier Cru (Chablis),79,La Chablisienne
1/1/10,11,93,$70.00,Pehu-Simonet 2010 Fins Lieux No 5 Grand Cru Brut Chardonnay (Champagne),79,Pehu-Simonet
1/1/10,11,94,$46.00,Domaine Vincent Dauvissat 2010 Vaillons Premier Cru (Chablis),79,Domaine Vincent Dauvissat
1/1/10,11,87,,Maison Champy 2010 Saint-Romain,79,Maison Champy
1/1/10,11,94,$430.00,Louis Latour 2010 Montrachet,79,Louis Latour
1/1/10,11,90,,Pascal Bouchard 2010 Fourchaume Premier Cru Vieilles Vignes (Chablis),79,Pascal Bouchard
1/1/10,11,88,$26.00,Henri de Villamont 2010 Millénaire (Bourgogne),79,Henri de Villamont
1/1/10,11,87,,Romain Bouchard 2010 Le Grand Bois (Chablis),79,Romain Bouchard
1/1/10,11,92,,Olivier Leflaive 2010 Referts Premier Cru (Puligny-Montrachet),79,Olivier Leflaive
1/1/10,11,91,$54.00,Pascal Bouchard 2010 Les Vieilles Vignes Montmains Premier Cru (Chablis),79,Pascal Bouchard
1/1/10,11,89,$31.00,Bret Brothers 2010 Climat en Combe (Saint-Véran),79,Bret Brothers
1/1/10,11,82,,Pierre Morey 2010 Bourgogne,79,Pierre Morey
1/1/10,11,93,$94.00,Chanson Père et Fils 2010 Les Chenevottes Premier Cru (Chassagne-Montrachet),79,Chanson Père et Fils
